Tracking Number,Reference Number(s),Status,Manifest Date,Ship To Name,Ship To City,Ship To State/Province,Ship To Country,Service,Scheduled Delivery,Images,Alternate Address Delivery Notification Failed,Alternate Delivery Address Name,Alternate Delivery Address Phone,Alternate Delivery Address Address Line 1,Alternate Delivery Address Address Line 2,Alternate Delivery Address Address Line 3,Alternate Delivery Address City,Alternate Delivery Address State,Alternate Delivery Address Postal Code,Alternate Delivery Address Country,Alternate Tracking Number,Appointment Made,Appointment Requested Date,Appointment Requested Start Time,Appointment Requested End Time,Arrival Date,Arrival Time,Bill To Name,Bill To Account Number,Bill To Address Line 1,Bill To Address Line 2,Bill To Address Line 3,Bill To Address Line 4,Bill To Address Line 5,Bill To City,Bill To State,Bill To Postal Code,Bill To Country,Bill To Email Address,Bill To Fax Number,Bond Date,Bond Number,Booking Number,Carrier,Chargeable Weight,Chargeable Weight UOM,Charges,Class,Clinical Trials Indicator,COD Amount Collected,COD Amount Due,COD Collected Currency Type,Commercial Invoice Removal,Commodity,Container,Customer Pickup,Date Delivered,Declared Value,Delivery Location,Delivery Preference,Delivery Time,Departure Date,Departure Time,Description of Goods,Doc Indicator,Earliest Delivery Time,Exception Description,Exception Resolution,Exception Status Description,Flight/Voyage,Handling Unit,Harmonized Code,Hazardous Materials,Hold at UPS Access Point Shipments,In-bond Entry Code,Infectious Substances Category A,Insured  Value,Insured Value Currency Code,Label Delivery Method,Large Package,Liftgate on Pickup,Liftgate on Delivery,Load Type,Location Assured,Manufacture Country,Master Bill of Lading,Mode of Transportation,Number of Pieces,Number of Pieces - UOM,Original Scheduled Delivery Date,Original Scheduled Delivery Time,Package Height,Package Length,Package Width,Package Dimensional Weight,Package Reference No. 1,Package Reference No. 2,Package Reference No. 3,Package Reference No. 4,Package Reference No. 5,Package Reference No. Type 1,Package Reference No. Type 2,Package Reference No. Type 3,Package Reference No. Type 4,Package Reference No. Type 5,Package Release Code Required,Pickup By Date,Pickup Preference,Postal Service Tracking ID,Product,Product Line,Received By,Residential Address,Return Services,Return To Name,Return To Attention,Return To Address Line 1,Return To Address Line 2,Return To Address Line 3,Return To City,Return To State/Province,Return To Postal Code,Return To Country,Return To Telephone,Return To Sender Indicator,Revised Door ETA Date,Revised Door ETA Time,Saturday Delivery,Scheduled Delivery Time,Ship To Attention,Ship To Address Line 1,Ship To Address Line 2,Ship To Address Line 3,Ship-to Address Line 4,Ship-to Address Line 5,Ship To Postal Code,Ship-to Email Address,Ship-to Fax Number,Ship To Telephone,Shipment Activity Date,Shipment Activity Time,Shipment Charge Type,Shipment Reference No. 1,Shipment Reference No. 2,Shipment Reference No. Type 1,Shipment Reference No. Type 2,Shipment Type,Shipment Volume,Shipper Name,Ship To Location,Shipper Attention,Shipper Address Line 1,Shipper Address Line 2,Shipper Address Line 3,Shipper Address Line 4,Shipper Address Line 5,Shipper City,Shipper State/Province,Shipper Postal Code,Shipper Country,Shipper Email Address,Shipper Fax Number,Special Instructions,UPS carbon neutral,UPS Company Principal Customer Identification Number,UPS Delivery Intercept Indicator,UPS Delivery Intercept Origin,UPS Delivery Intercept Name of Requester,UPS Delivery Intercept Request Date,UPS Delivery Intercept Request Time,UPS Delivery Intercept Status,UPS Delivery Intercept Type,New Delivery Customer Name,New Delivery Attention,New Delivery Address 1,New Delivery Address 2,New Delivery Address 3,New Delivery City,New Delivery State/Province,New Delivery Postal Code,New Delivery Country,UPS Import Control Indicator,UPS Import Control Label Type,UPS Premium Care(TM),UPS Returns Flexible Access,UPS Returns ® Exchange,Vessel,Weight
1Z85X99X0352196493,835790 SZ 00003|2407631|835790 SZ 00003|2407631|1003866.0|963069|N,Delivered,7/12/2017,,BOISE,ID,US,UPS Ground,7/14/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/14/2017,No Value,DOCK,UPS will Deliver,10:31 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/14/2017,By End Of Day,,,,,835790 SZ 00003,2407631,1003866,963069,N,,,,,,NO,,UPS will Pick up,,,,BRADEN,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,83716,,,,7/14/2017,10:31 AM,Prepaid,835790 SZ 00003,2407631,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,1.30 LBS
1Z85X99X0352257033,835761 SZ 00003|2407589|835761 SZ 00003|2407589|1104759.0|962488|N,Delivered,7/12/2017,,KANNAPOLIS,NC,US,UPS Ground,7/19/2017,,,,,,,,,,,,,,,--,--,,--,,400A8R,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/19/2017,No Value,DOCK,UPS will Deliver,12:23 PM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,5,,7/19/2017,By End Of Day,,,,,835761 SZ 00003,2407589,1104759,962488,N,,,,,,NO,,UPS will Pick up,,,,JORDAN WINECOFF,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,28081,,,,7/19/2017,12:23 PM,Third Party Billing,835761 SZ 00003,2407589,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,15.30 LBS
1Z85X99X0352257837,836199 SZ 00003|2407643|836199 SZ 00003|2407642|1000931.0|963014|N,Delivered,7/12/2017,,FALMOUTH,ME,US,UPS Ground,7/20/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/20/2017,No Value,RECEIVER,UPS will Deliver,10:10 AM,,--,,NO,--,A LATE UPS TRAILER ARRIVAL HAS DELAYED DELIVERY.  WE'RE ADJUSTING PLANS TO DELIVER YOUR PACKAGE AS QUICKLY AS POSSIBLE.,DELIVERY WILL BE RESCHEDULED.,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,2,,7/19/2017,By End Of Day,,,,,836199 SZ 00003,2407642,1000931,963014,N,,,,,,NO,,UPS will Pick up,,,,MORISON,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,4105,,,,7/20/2017,10:10 AM,Prepaid,836199 SZ 00003,2407643,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,30.60 LBS
1Z85X99X0352264918,835797 SZ 00003|2407630|835797 SZ 00003|2407630|1001815.0|963070|N,Delivered,7/12/2017,,IDAHO FALLS,ID,US,UPS Ground,7/14/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/14/2017,No Value,RECEPTION,UPS will Deliver,10:36 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/14/2017,By End Of Day,,,,,835797 SZ 00003,2407630,1001815,963070,N,,,,,,NO,,UPS will Pick up,,,,TRAPPA,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,83402,,,,7/14/2017,10:36 AM,Prepaid,835797 SZ 00003,2407630,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,1.30 LBS
1Z85X99X0352270858,836525 SZ 00003|2407637|836525 SZ 00003|2407637|1001910.0|963170|N,Delivered,7/12/2017,,HILLIARD,OH,US,UPS Ground,7/18/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/18/2017,No Value,RECEPTION,UPS will Deliver,9:38 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/18/2017,By End Of Day,,,,,836525 SZ 00003,2407637,1001910,963170,N,,,,,,NO,,UPS will Pick up,,,,BIDWELL,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,43026,,,,7/18/2017,9:38 AM,Prepaid,836525 SZ 00003,2407637,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,0.60 LBS
1Z85X99X0352306819,836232 SZ 00003|2407626|836232 SZ 00003|2407626|1001863.0|963044|N,Delivered,7/12/2017,,WICHITA,KS,US,UPS Ground,7/18/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/18/2017,No Value,DOCK,UPS will Deliver,11:11 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/18/2017,By End Of Day,,,,,836232 SZ 00003,2407626,1001863,963044,N,,,,,,NO,,UPS will Pick up,,,,ENSIGN,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,67209,,,,7/18/2017,11:11 AM,Prepaid,836232 SZ 00003,2407626,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,16.50 LBS
1Z85X99X0352332086,832396 SO 00003|2557492|828176 SO 00003|2557494|1093586.0|962672|N,Delivered,7/12/2017,,JOLIET,IL,US,UPS Ground,7/18/2017,,,,,,,,,,,,,,,--,--,,--,,2AW465,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/18/2017,No Value,DOCK,UPS will Deliver,7:41 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,6,,7/18/2017,By End Of Day,,,,,828176 SO 00003,2557494,1093586,962672,N,,,,,,NO,,UPS will Pick up,,,,SOF,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,3930 CEDAR CREEK DRIVE,,,,60436,,,,7/18/2017,7:41 AM,Freight Collect,832396 SO 00003,2557492,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,19.30 LBS
1Z85X99X0352342824,835761 SZ 00003|2407589|835761 SZ 00003|2407589|1104759.0|962488|N,Delivered,7/12/2017,,KANNAPOLIS,NC,US,UPS Ground,7/19/2017,,,,,,,,,,,,,,,--,--,,--,,400A8R,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/19/2017,No Value,DOCK,UPS will Deliver,12:23 PM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,5,,7/19/2017,By End Of Day,,,,,835761 SZ 00003,2407589,1104759,962488,N,,,,,,NO,,UPS will Pick up,,,,JORDAN WINECOFF,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,28081,,,,7/19/2017,12:23 PM,Third Party Billing,835761 SZ 00003,2407589,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,15.50 LBS
1Z85X99X0352393501,836155 SZ 00003|2407595|836155 SZ 00003|2407595|1004788.0|962946|N,Delivered,7/12/2017,,MINNEAPOLIS,MN,US,UPS Ground,7/18/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/18/2017,No Value,FRONT DESK,UPS will Deliver,8:45 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/18/2017,By End Of Day,,,,,836155 SZ 00003,2407595,1004788,962946,N,,,,,,NO,,UPS will Pick up,,,,JOE,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,55413,,,,7/18/2017,8:45 AM,Prepaid,836155 SZ 00003,2407595,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,17.00 LBS
1Z85X99X0352429302,832396 SO 00003|2557492|832395 SO 00003|2557493|1093586.0|962672|N,Delivered,7/12/2017,,JOLIET,IL,US,UPS Ground,7/18/2017,,,,,,,,,,,,,,,--,--,,--,,2AW465,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/18/2017,No Value,DOCK,UPS will Deliver,7:41 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,6,,7/18/2017,By End Of Day,,,,,832395 SO 00003,2557493,1093586,962672,N,,,,,,NO,,UPS will Pick up,,,,SOF,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,3930 CEDAR CREEK DRIVE,,,,60436,,,,7/18/2017,7:41 AM,Freight Collect,832396 SO 00003,2557492,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,11.10 LBS
1Z85X99X0352431951,836138 SZ 00003|2407580|836138 SZ 00003|2407578|1002136.0|962930|N,Delivered,7/12/2017,,MANCHESTER,NH,US,UPS Ground,7/19/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/19/2017,No Value,DOCK,UPS will Deliver,8:46 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,3,,7/19/2017,By End Of Day,,,,,836138 SZ 00003,2407578,1002136,962930,N,,,,,,NO,,UPS will Pick up,,,,KENNY,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,3103,,,16036238873,7/19/2017,8:46 AM,Prepaid,836138 SZ 00003,2407580,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,30.90 LBS
1Z85X99X0352441904,836526 SZ 00003|2407635|836526 SZ 00003|2407635|1004415.0|963171|N,Delivered,7/12/2017,,BOSSIER CITY,LA,US,UPS Ground,7/18/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/18/2017,No Value,RECEIVER,UPS will Deliver,12:07 PM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/18/2017,By End Of Day,,,,,836526 SZ 00003,2407635,1004415,963171,N,,,,,,NO,,UPS will Pick up,,,,TOMS,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,71112,,,,7/18/2017,12:07 PM,Prepaid,836526 SZ 00003,2407635,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,0.60 LBS
1Z85X99X0352481782,836302 SO 00003|2557476|836302 SO 00003|2557476|1000534.0|963101|N,Delivered,7/12/2017,,CLEVELAND,NC,US,UPS Ground,7/19/2017,,,,,,,,,,,,,,,--,--,,--,,0918RA,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/19/2017,No Value,RECEIVER,UPS will Deliver,10:11 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/19/2017,By End Of Day,,,,,836302 SO 00003,2557476,1000534,963101,N,,,,,,NO,,UPS will Pick up,,,,SHULENBERGER,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,27013,,,,7/19/2017,10:11 AM,Freight Collect,836302 SO 00003,2557476,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,3.10 LBS
1Z85X99X0352531405,835760 SZ 00003|2407591|835760 SZ 00003|2407591|1062612.0|962487|N,Delivered,7/12/2017,,TAMPA,FL,US,UPS Ground,7/19/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/19/2017,No Value,INSIDE DELIV,UPS will Deliver,9:58 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,9,,7/19/2017,By End Of Day,,,,,835760 SZ 00003,2407591,1062612,962487,N,,,,,,NO,,UPS will Pick up,,,,SCOTTY,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,33619,,,18136232834,7/19/2017,9:58 AM,Prepaid,835760 SZ 00003,2407591,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,19.20 LBS
1Z85X99X0352532093,836154 SZ 00003|2407596|836154 SZ 00003|2407596|1099003.0|962945|N,Delivered,7/12/2017,,SALINA,UT,US,UPS Ground,7/14/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/14/2017,No Value,FRONT DESK,UPS will Deliver,1:12 PM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/14/2017,By End Of Day,,,,,836154 SZ 00003,2407596,1099003,962945,N,,,,,,NO,,UPS will Pick up,,,,CARTER,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,84654,,,,7/14/2017,1:12 PM,Prepaid,836154 SZ 00003,2407596,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,2.30 LBS
1Z85X99X0352535625,836516 SZ 00003|2407641|836516 SZ 00003|2407641|1086602.0|963162|N,Delivered,7/12/2017,,EAGAN,MN,US,UPS Ground,7/18/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/18/2017,No Value,DOCK,UPS will Deliver,10:20 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,4,,7/18/2017,By End Of Day,,,,,836516 SZ 00003,2407641,1086602,963162,N,,,,,,NO,,UPS will Pick up,,,,SCHAFFER,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,55122,,,16513611031,7/18/2017,10:20 AM,Prepaid,836516 SZ 00003,2407641,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,17.90 LBS
1Z85X99X0352544295,836515 SZ 00003|2407613|836515 SZ 00003|2407613|1000240.0|963161|N,Delivered,7/12/2017,,DULUTH,MN,US,UPS Ground,7/18/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/18/2017,No Value,GARAGE,UPS will Deliver,6:30 PM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,3,,7/18/2017,By End Of Day,,,,,836515 SZ 00003,2407613,1000240,963161,N,,,,,,NO,,UPS will Pick up,,,,JOHNSON,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,55810,,,,7/18/2017,6:30 PM,Prepaid,836515 SZ 00003,2407613,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,9.30 LBS
1Z85X99X0352583010,836516 SZ 00003|2407641|836516 SZ 00003|2407641|1086602.0|963162|N,Delivered,7/12/2017,,EAGAN,MN,US,UPS Ground,7/18/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/18/2017,No Value,DOCK,UPS will Deliver,10:20 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,4,,7/18/2017,By End Of Day,,,,,836516 SZ 00003,2407641,1086602,963162,N,,,,,,NO,,UPS will Pick up,,,,SCHAFFER,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,55122,,,16513611031,7/18/2017,10:20 AM,Prepaid,836516 SZ 00003,2407641,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,17.90 LBS
1Z85X99X0352595052,836494 SZ 00003|2407644|836494 SZ 00003|2407644|1064125.0|963145|N,Void,7/12/2017,,SLATERSVILLE,RI,US,UPS Ground,7/19/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,2,,7/19/2017,By End Of Day,,,,,836494 SZ 00003,2407644,1064125,963145,N,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,2876,,,14016590020,7/12/2017,7:50 PM,Prepaid,836494 SZ 00003,2407644,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,25.00 LBS
1Z85X99X0352694472,836210 SZ 00003|2407629|836210 SZ 00003|2407629|1010309.0|963025|N,Delivered,7/12/2017,,CHEYENNE,WY,US,UPS Ground,7/17/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/17/2017,No Value,DOCK,UPS will Deliver,10:10 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/17/2017,By End Of Day,,,,,836210 SZ 00003,2407629,1010309,963025,N,,,,,,NO,,UPS will Pick up,,,,GUIMOND,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,12:00 PM,,,,,,,82009,,,,7/17/2017,10:10 AM,Prepaid,836210 SZ 00003,2407629,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,5.20 LBS
1Z85X99X0352708715,836222 SZ 00003|2407617|836222 SZ 00003|2407617|1003534.0|963034|N,Delivered,7/12/2017,,JACKSONVILLE,FL,US,UPS Ground,7/19/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/19/2017,No Value,CC,UPS will Deliver,9:36 AM,,--,,NO,--,THE RECEIVER ARRANGED TO PICK UP THIS PACKAGE AT A UPS FACILITY.,,THE RECEIVER AGREED TO PICK UP THE PACKAGE THIS EVENING.,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/19/2017,By End Of Day,,,,,836222 SZ 00003,2407617,1003534,963034,N,,,,,,NO,,UPS will Pick up,,,,JERRY,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,833 PICKETTVILLE ROAD,,,,32220,,,,7/19/2017,9:36 AM,Prepaid,836222 SZ 00003,2407617,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,19.20 LBS
1Z85X99X0352756922,836513 SZ 00003|2407592|836513 SZ 00003|2407592|1002080.0|963159|N,Delivered,7/12/2017,,DALLAS,TX,US,UPS Ground,7/18/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/18/2017,No Value,DOCK,UPS will Deliver,11:24 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,1,,7/18/2017,By End Of Day,,,,,836513 SZ 00003,2407592,1002080,963159,N,,,,,,NO,,UPS will Pick up,,,,CRUZ,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,75247,,,,7/18/2017,11:24 AM,Prepaid,836513 SZ 00003,2407592,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,1.00 LBS
1Z85X99X0352765994,835760 SZ 00003|2407591|835760 SZ 00003|2407591|1062612.0|962487|N,Delivered,7/12/2017,,TAMPA,FL,US,UPS Ground,7/19/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/19/2017,No Value,INSIDE DELIV,UPS will Deliver,9:58 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,9,,7/19/2017,By End Of Day,,,,,835760 SZ 00003,2407591,1062612,962487,N,,,,,,NO,,UPS will Pick up,,,,SCOTTY,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,33619,,,18136232834,7/19/2017,9:58 AM,Prepaid,835760 SZ 00003,2407591,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,19.20 LBS
1Z85X99X0352790395,835763 SZ 00003|2407621|835763 SZ 00003|2407621|1104757.0|962491|N,Delivered,7/12/2017,,RENO,NV,US,UPS Ground,7/13/2017,,,,,,,,,,,,,,,--,--,,--,,400A8R,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/13/2017,No Value,DOCK,UPS will Deliver,10:20 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,3,,7/13/2017,By End Of Day,,,,,835763 SZ 00003,2407621,1104757,962491,N,,,,,,NO,,UPS will Pick up,,,,RAMIREZ,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,895212997,,,,7/13/2017,10:20 AM,Third Party Billing,835763 SZ 00003,2407621,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,28.30 LBS
1Z85X99X0352871888,836144 SZ 00003|2407585|836144 SZ 00003|2407585|1011996.0|962935|N,Delivered,7/12/2017,,BLOOMINGTON,IL,US,UPS Ground,7/18/2017,,,,,,,,,,,,,,,--,--,,--,,85X99X,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/18/2017,No Value,FRONT DESK,UPS will Deliver,9:09 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,3,,7/18/2017,By End Of Day,,,,,836144 SZ 00003,2407585,1011996,962935,N,,,,,,NO,,UPS will Pick up,,,,PIPPEN,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,,,,,,,61701,,,,7/18/2017,9:09 AM,Prepaid,836144 SZ 00003,2407585,,,,,,85X99X,SHIPPING DEPT,,,,,,FRESNO,CA,93727-6868,US,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,3.40 LBS
